Nom base français;Nom attribut français;Nom frontière français;Tags français;Unité français;Sous-localisation géographique français;Incertitude;Total poste non décomposé;Code de la catégorie;Sous catégorie 1;Sous catégorie 2;Sous catégorie 3;Sous catégorie 4
Réseau de chaleur;58, AVREE, Réseau de Luzy;2021;Réseau de chaleur,Réseau de Luzy,AVREE;kgCO2e/kWh;Bourgogne, AVREE;30;0,083;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, BAZOLLES, Réseau de chaleur de Bazolles;2021;Réseau de chaleur,Réseau de chaleur de Bazolles,BAZOLLES;kgCO2e/kWh;Bourgogne, BAZOLLES;30;0,02;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, BILLY-SUR-OISY, Réseau de chaleur de Billy sur Oisy;2021;Réseau de chaleur,BILLY-SUR-OISY,Réseau de chaleur de Billy sur Oisy;kgCO2e/kWh;Bourgogne, BILLY-SUR-OISY;30;0,025;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, BRASSY, Réseau de chaleur de Brassy;2021;Réseau de chaleur,Réseau de chaleur de Brassy,BRASSY;kgCO2e/kWh;Bourgogne, BRASSY;30;0,12;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, CHALLUY, CHALLUY;2021;Réseau de chaleur,CHALLUY;kgCO2e/kWh;Bourgogne, CHALLUY;30;0,076;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, CHATEAU-CHINON VILLE, Château Chinon EIAT;2021;Réseau de chaleur,CHATEAU-CHINON VILLE,Château Chinon EIAT;kgCO2e/kWh;Bourgogne, CHATEAU-CHINON VILLE;30;0,133;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, CHATEAU-CHINON VILLE, Réseau de chaleur de Château Chinon Ville;2021;Réseau de chaleur,Réseau de chaleur de Château Chinon Ville,CHATEAU-CHINON VILLE;kgCO2e/kWh;Bourgogne, CHATEAU-CHINON VILLE;30;0,021;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, CORANCY, Réseau de chaleur de Corancy;2021;Réseau de chaleur,Réseau de chaleur de Corancy,CORANCY;kgCO2e/kWh;Bourgogne, CORANCY;30;0,019;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, CORBIGNY, Réseau de chaleur de Corbigny;2021;Réseau de chaleur,Réseau de chaleur de Corbigny,CORBIGNY;kgCO2e/kWh;Bourgogne, CORBIGNY;30;0,061;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, COSNE-COURS-SUR-LOIRE, Réseau de Cosne-cours-sur-loire;2021;Réseau de chaleur,Réseau de Cosne-cours-sur-loire,COSNE-COURS-SUR-LOIRE;kgCO2e/kWh;Bourgogne, COSNE-COURS-SUR-LOIRE;30;0,051;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, DECIZE, Réseau de decize;2021;Réseau de chaleur,DECIZE,Réseau de decize;kgCO2e/kWh;Bourgogne, DECIZE;30;0,073;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, LA CHARITE-SUR-LOIRE, La Charité sur Loire;2021;Réseau de chaleur,La Charité sur Loire,LA CHARITE-SUR-LOIRE;kgCO2e/kWh;Bourgogne, LA CHARITE-SUR-LOIRE;30;0,029;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, LORMES, Réseau de chaleur de Lormes;2021;Réseau de chaleur,Réseau de chaleur de Lormes,LORMES;kgCO2e/kWh;Bourgogne, LORMES;30;0,06;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, MONTIGNY-EN-MORVAN, Réseau de chaleur de Montigny en morvan;2021;Réseau de chaleur,Réseau de chaleur de Montigny en morvan,MONTIGNY-EN-MORVAN;kgCO2e/kWh;Bourgogne, MONTIGNY-EN-MORVAN;30;0,08;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, MOUX-EN-MORVAN, Moux en Morvan;2021;Réseau de chaleur,Moux en Morvan,MOUX-EN-MORVAN;kgCO2e/kWh;Bourgogne, MOUX-EN-MORVAN;30;0,075;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, Nevers, Reseau de chaleur du Banlay;2021;Réseau de chaleur,Nevers,Reseau de chaleur du Banlay;kgCO2e/kWh;Bourgogne, Nevers;30;0,069;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, OUROUX-EN-MORVAN, Réseau de chaleur d'Ouroux en Morvan;2021;Réseau de chaleur,OUROUX-EN-MORVAN,Réseau de chaleur d'Ouroux en Morvan;kgCO2e/kWh;Bourgogne, OUROUX-EN-MORVAN;30;0,022;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, PLANCHEZ, Réseau de chaleur de Planchez;2021;Réseau de chaleur,Réseau de chaleur de Planchez,PLANCHEZ;kgCO2e/kWh;Bourgogne, PLANCHEZ;30;0,027;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, SAINT-AMAND-EN-PUISAYE, Réseau de chaleur de Saint Amand en Puisaye;2021;Réseau de chaleur,Réseau de chaleur de Saint Amand en Puisaye,SAINT-AMAND-EN-PUISAYE;kgCO2e/kWh;Bourgogne, SAINT-AMAND-EN-PUISAYE;30;0,074;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, SAINT-BRISSON, Réseau de chaleur de la Maison du Parc du Morvan;2021;Réseau de chaleur,Réseau de chaleur de la Maison du Parc du Morvan,SAINT-BRISSON;kgCO2e/kWh;Bourgogne, SAINT-BRISSON;30;0,027;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, SAINT-SAULGE, Réseau de chaleur de Saint Saulge;2021;Réseau de chaleur,Réseau de chaleur de Saint Saulge,SAINT-SAULGE;kgCO2e/kWh;Bourgogne, SAINT-SAULGE;30;0,053;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;58, VARZY, Réseau de chaleur de Varzy;2021;Réseau de chaleur,Réseau de chaleur de Varzy,VARZY;kgCO2e/kWh;Bourgogne, VARZY;30;0,019;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;59, ANZIN, Les Rives Créatives de l'Escaut;2021;Réseau de chaleur,ANZIN,Les Rives Créatives de l'Escaut;kgCO2e/kWh;Nord-Pas-De-Calais, ANZIN;30;0,262;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, BAISIEUX, Réseau de chaleur de Baisieux;2021;Réseau de chaleur,Réseau de chaleur de Baisieux,BAISIEUX;kgCO2e/kWh;Nord-Pas-De-Calais, BAISIEUX;30;0,314;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, DOUCHY-LES-MINES, Réseau de chaleur de Douchy;2021;Réseau de chaleur,Réseau de chaleur de Douchy,DOUCHY-LES-MINES;kgCO2e/kWh;Nord-Pas-De-Calais, DOUCHY-LES-MINES;30;0,033;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, Dunkerque, Energie Grand Littoral - Dunkerque;2021;Réseau de chaleur,Dunkerque,Energie Grand Littoral - Dunkerque;kgCO2e/kWh;Nord-Pas-De-Calais, Dunkerque;30;0,187;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, GRANDE-SYNTHE, Réseau ARSYEL;2021;Réseau de chaleur,Réseau ARSYEL,GRANDE-SYNTHE;kgCO2e/kWh;Nord-Pas-De-Calais, GRANDE-SYNTHE;30;0,159;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, HAZEBROUCK, Réseau de chaleur d'Hazebrouck;2021;Réseau de chaleur,HAZEBROUCK,Réseau de chaleur d'Hazebrouck;kgCO2e/kWh;Nord-Pas-De-Calais, HAZEBROUCK;30;0,096;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, LAMBERSART, Réseau de LAMBERSART;2021;Réseau de chaleur,LAMBERSART,Réseau de LAMBERSART;kgCO2e/kWh;Nord-Pas-De-Calais, LAMBERSART;30;0,157;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, LILLE, Quartier Tournebride Lomme-Capinghem;2021;Réseau de chaleur,LILLE,Quartier Tournebride Lomme-Capinghem;kgCO2e/kWh;Nord-Pas-De-Calais, LILLE;30;0,116;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, LILLE, Réseau de Lille;2021;Réseau de chaleur,LILLE,Réseau de Lille;kgCO2e/kWh;Nord-Pas-De-Calais, LILLE;30;0,298;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, LILLE, Réseau du Parc St Maur;2021;Réseau de chaleur,LILLE,Réseau du Parc St Maur;kgCO2e/kWh;Nord-Pas-De-Calais, LILLE;30;0,232;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, Maubeuge, MAUBEUGE ENERGIE RENOUVELABLE;2021;Réseau de chaleur,Maubeuge,MAUBEUGE ENERGIE RENOUVELABLE;kgCO2e/kWh;Nord-Pas-De-Calais, Maubeuge;30;0,228;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, MONS-EN-BAROEUL, Réseau de Mons-en-Baroeul;2021;Réseau de chaleur,Réseau de Mons-en-Baroeul,MONS-EN-BAROEUL;kgCO2e/kWh;Nord-Pas-De-Calais, MONS-EN-BAROEUL;30;0,13;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, ROUBAIX, Réseau de Roubaix;2021;Réseau de chaleur,ROUBAIX,Réseau de Roubaix;kgCO2e/kWh;Nord-Pas-De-Calais, ROUBAIX;30;0,127;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, SIN-LE-NOBLE, Réseau de chaleur de Sin Le Noble;2021;Réseau de chaleur,SIN-LE-NOBLE,Réseau de chaleur de Sin Le Noble;kgCO2e/kWh;Nord-Pas-De-Calais, SIN-LE-NOBLE;30;0,1;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, VALENCIENNES, Les Canonniers;2021;Réseau de chaleur,VALENCIENNES,Les Canonniers;kgCO2e/kWh;Nord-Pas-De-Calais, VALENCIENNES;30;0,272;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, VILLENEUVE-D'ASCQ, Domaine Universitaire et Scientifique;2021;Réseau de chaleur,VILLENEUVE-D'ASCQ,Domaine Universitaire et Scientifique;kgCO2e/kWh;Nord-Pas-De-Calais, VILLENEUVE-D'ASCQ;30;0,249;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, VILLENEUVE-D'ASCQ, Quartier Pont de Bois;2021;Réseau de chaleur,VILLENEUVE-D'ASCQ,Quartier Pont de Bois;kgCO2e/kWh;Nord-Pas-De-Calais, VILLENEUVE-D'ASCQ;30;0,319;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, WATTIGNIES, Réseaux de Wattignies;2021;Réseau de chaleur,WATTIGNIES,Réseaux de Wattignies;kgCO2e/kWh;Nord-Pas-De-Calais, WATTIGNIES;30;0,189;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;59, WATTRELOS, Réseau de  Wattrelos;2021;Réseau de chaleur,WATTRELOS,Réseau de  Wattrelos;kgCO2e/kWh;Nord-Pas-De-Calais, WATTRELOS;30;0,21;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;6, Cannes, Ranguin;2021;Réseau de chaleur,Cannes,Ranguin;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Cannes;30;0,151;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;6, LEVENS, réseau chaleur et froid chaine de vie 06;2021;Réseau de chaleur,réseau chaleur et froid chaine de vie 06,LEVENS;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, LEVENS;30;0,416;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;6, NICE, MSE Réseau chaud;2021;Réseau de chaleur,NICE,MSE Réseau chaud;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, NICE;30;0,314;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;6, Nice, Saint-Augustin HLM;2021;Réseau de chaleur,NICE,Saint-Augustin HLM;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Nice;30;0,258;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;6, Nice, SONITHERM - Réseau de l'Ariane;2021;Réseau de chaleur,NICE,SONITHERM - Réseau de l'Ariane;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Nice;30;0,015;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;6, Roquebrune, BET CAP AZUR chaud;2021;Réseau de chaleur,BET CAP AZUR chaud,Roquebrune;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Roquebrune;30;0,023;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;60, BEAUVAIS, Réseau du Quartier Saint Jean;2021;Réseau de chaleur,BEAUVAIS,Réseau du Quartier Saint Jean;kgCO2e/kWh;Picardie, BEAUVAIS;30;0,071;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;60, BRETEUIL, Réseau de Breteuil-sur-Noye;2021;Réseau de chaleur,Réseau de Breteuil-sur-Noye,BRETEUIL;kgCO2e/kWh;Picardie, BRETEUIL;30;0,037;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;60, Compiegne, Réseau de Compiègne;2021;Réseau de chaleur,Compiegne,Réseau de Compiègne;kgCO2e/kWh;Picardie, Compiegne;30;0,279;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;60, Creil, La Cavée et les hironvalles;2021;Réseau de chaleur,Creil,La Cavée et les hironvalles;kgCO2e/kWh;Picardie, Creil;30;0,153;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;60, Montataire, Les Martinets;2021;Réseau de chaleur,Montataire,Les Martinets;kgCO2e/kWh;Picardie, Montataire;30;0,25;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;60, Nogent-sur-Oise, Quartier des Obiers;2021;Réseau de chaleur,Nogent-sur-Oise,Quartier des Obiers;kgCO2e/kWh;Picardie, Nogent-sur-Oise;30;0,112;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;60, VILLERS-SAINT-PAUL, VSPU Villers Saint Paul Utilités;2021;Réseau de chaleur,VSPU Villers Saint Paul Utilités,VILLERS-SAINT-PAUL;kgCO2e/kWh;Picardie, VILLERS-SAINT-PAUL;30;0,058;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;61, ALENCON, ALENCON ENERGIE BOIS;2021;Réseau de chaleur,ALENCON,ALENCON ENERGIE BOIS;kgCO2e/kWh;Basse-Normandie, ALENCON;30;0,147;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;61, Alencon, Perseigne;2021;Réseau de chaleur,ALENCON,Perseigne;kgCO2e/kWh;Basse-Normandie, Alencon;30;0,07;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;61, Argentan, Quartier Nord - Route de la Falaise;2021;Réseau de chaleur,Argentan,Quartier Nord - Route de la Falaise;kgCO2e/kWh;Basse-Normandie, Argentan;30;0,131;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;61, Flers, Quartier Saint Sauveur;2021;Réseau de chaleur,Quartier Saint Sauveur,Flers;kgCO2e/kWh;Basse-Normandie, Flers;30;0,087;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;61, L'AIGLE, RECBIA;2021;Réseau de chaleur,L'AIGLE,RECBIA;kgCO2e/kWh;Basse-Normandie, L'AIGLE;30;0,043;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;61, LA FERTE-MACE, Réseau de la Ferté Mace;2021;Réseau de chaleur,LA FERTE-MACE,Réseau de la Ferté Mace;kgCO2e/kWh;Basse-Normandie, LA FERTE-MACE;30;0,044;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;61, PERROU, Réseau de Perrou;2021;Réseau de chaleur,Réseau de Perrou,PERROU;kgCO2e/kWh;Basse-Normandie, PERROU;30;4,00E-03;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;62, ACHICOURT, Réseau de chaleur d'Achicourt;2021;Réseau de chaleur,ACHICOURT,Réseau de chaleur d'Achicourt;kgCO2e/kWh;Nord-Pas-De-Calais, ACHICOURT;30;0,112;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, ANVIN, Chaufferie bois d'Anvin;2021;Réseau de chaleur,Chaufferie bois d'Anvin,ANVIN;kgCO2e/kWh;Nord-Pas-De-Calais, ANVIN;30;0,353;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, ARQUES, Réseau de ARQUES;2021;Réseau de chaleur,ARQUES,Réseau de ARQUES;kgCO2e/kWh;Nord-Pas-De-Calais, ARQUES;30;0,107;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, Arras, Réseau de chaleur d'Arras;2021;Réseau de chaleur,Arras,Réseau de chaleur d'Arras;kgCO2e/kWh;Nord-Pas-De-Calais, Arras;30;0,153;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, Avion, Zup du Quartier République - Avion;2021;Réseau de chaleur,Avion,Zup du Quartier République - Avion;kgCO2e/kWh;Nord-Pas-De-Calais, Avion;30;0,235;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, Bethune, Réseau de chaleur de Béthune;2021;Réseau de chaleur,Réseau de chaleur de Béthune,Bethune;kgCO2e/kWh;Nord-Pas-De-Calais, Bethune;30;0,289;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, BOULOGNE-SUR-MER, Réseau de chaleur de Boulogne sur Mer;2021;Réseau de chaleur,BOULOGNE-SUR-MER,Réseau de chaleur de Boulogne sur Mer;kgCO2e/kWh;Nord-Pas-De-Calais, BOULOGNE-SUR-MER;30;0,137;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, Calais, Réseau de Chaleur de Calais;2021;Réseau de chaleur,Réseau de Chaleur de Calais,Calais;kgCO2e/kWh;Nord-Pas-De-Calais, Calais;30;0,156;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, Lens, Réseau de chaleur de Lens;2021;Réseau de chaleur,Réseau de chaleur de Lens,Lens;kgCO2e/kWh;Nord-Pas-De-Calais, Lens;30;0,031;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, Lievin, Réseau de chaleur de Liévin;2021;Réseau de chaleur,Réseau de chaleur de Liévin,Lievin;kgCO2e/kWh;Nord-Pas-De-Calais, Lievin;30;0,273;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, OUTREAU, Le Portel-Outreau;2021;Réseau de chaleur,OUTREAU,Le Portel-Outreau;kgCO2e/kWh;Nord-Pas-De-Calais, OUTREAU;30;0,212;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;62, OUTREAU, Réseau de chaleur Le Portel-Outreau;2021;Réseau de chaleur,OUTREAU,Réseau de chaleur Le Portel-Outreau;kgCO2e/kWh;Nord-Pas-De-Calais, OUTREAU;30;0,258;Réseaux de chaleur / froid ; Nord-Pas-de-Calais;;;
Réseau de chaleur;63, AMBERT, CORAL;2021;Réseau de chaleur,AMBERT,CORAL;kgCO2e/kWh;Auvergne, AMBERT;30;0,024;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, ARDES, Réseau de chaleur de Ardes;2021;Réseau de chaleur,Réseau de chaleur de Ardes,ARDES;kgCO2e/kWh;Auvergne, ARDES;30;0,027;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, Beaumont, Quartier du Masage;2021;Réseau de chaleur,Beaumont,Quartier du Masage;kgCO2e/kWh;Auvergne, Beaumont;30;0,211;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, CLERMONT-FERRAND, Croix-de-Neyrat / Champratel / Les Vergnes;2021;Réseau de chaleur,CLERMONT-FERRAND,Croix-de-Neyrat / Champratel / Les Vergnes;kgCO2e/kWh;Auvergne, CLERMONT-FERRAND;30;0,044;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, Clermont-Ferrand, HLM Saint Jacques;2021;Réseau de chaleur,CLERMONT-FERRAND,HLM Saint Jacques;kgCO2e/kWh;Auvergne, Clermont-Ferrand;30;0,231;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, CLERMONT-FERRAND, La Gauthière;2021;Réseau de chaleur,CLERMONT-FERRAND,La Gauthière;kgCO2e/kWh;Auvergne, CLERMONT-FERRAND;30;0,138;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, PONTAUMUR, Réseau de chaleur bois de Pontaumur;2021;Réseau de chaleur,PONTAUMUR,Réseau de chaleur bois de Pontaumur;kgCO2e/kWh;Auvergne, PONTAUMUR;30;0,105;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, RIOM, Réseau de Riom RCBE;2021;Réseau de chaleur,RIOM,Réseau de Riom RCBE;kgCO2e/kWh;Auvergne, RIOM;30;0,045;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, ROCHEFORT-MONTAGNE, Réseau de Rochefort-Montagne;2021;Réseau de chaleur,ROCHEFORT-MONTAGNE,Réseau de Rochefort-Montagne;kgCO2e/kWh;Auvergne, ROCHEFORT-MONTAGNE;30;0,05;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, ROYAT, Réseau de Royat;2021;Réseau de chaleur,ROYAT,Réseau de Royat;kgCO2e/kWh;Auvergne, ROYAT;30;0,262;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, SAINT-CLEMENT-DE-REGNAT, Réseau de St Clément de Régnat;2021;Réseau de chaleur,Réseau de St Clément de Régnat,SAINT-CLEMENT-DE-REGNAT;kgCO2e/kWh;Auvergne, SAINT-CLEMENT-DE-REGNAT;30;0,019;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;63, SAINT-GERMAIN-L'HERM, Réseau de chaleur de St-Germain-l'Herm;2021;Réseau de chaleur,Réseau de chaleur de St-Germain-l'Herm,SAINT-GERMAIN-L'HERM;kgCO2e/kWh;Auvergne, SAINT-GERMAIN-L'HERM;30;0,027;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;64, BAYONNE, EGURRETIK;2021;Réseau de chaleur,EGURRETIK,BAYONNE;kgCO2e/kWh;Aquitaine, BAYONNE;30;0,063;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;64, PAU, SPIC réseau de chaleur du hameau;2021;Réseau de chaleur,SPIC réseau de chaleur du hameau,PAU;kgCO2e/kWh;Aquitaine, PAU;30;0,047;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;65, VIC-EN-BIGORRE, Réseau de Vic-en-Bigorre;2021;Réseau de chaleur,VIC-EN-BIGORRE,Réseau de Vic-en-Bigorre;kgCO2e/kWh;Midi-Pyrénées, VIC-EN-BIGORRE;30;0,094;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;66, perpignan, reseau de perpignan;2021;Réseau de chaleur,reseau de perpignan,perpignan;kgCO2e/kWh;Languedoc-Roussillon, perpignan;30;8,00E-03;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de chaleur;67, ALLENWILLER, réseau de chaleur d'Allenwiller;2021;Réseau de chaleur,ALLENWILLER,réseau de chaleur d'Allenwiller;kgCO2e/kWh;Alsace, ALLENWILLER;30;0,148;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, ESCHAU, Réseau de Chaleur Quartier des Hirondelles;2021;Réseau de chaleur,Réseau de Chaleur Quartier des Hirondelles,ESCHAU;kgCO2e/kWh;Alsace, ESCHAU;30;0,118;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, Haguenau, Réseau de Haguenau;2021;Réseau de chaleur,HAGUENAU,Réseau de Haguenau;kgCO2e/kWh;Alsace, Haguenau;30;0,115;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, HAGUENAU, Réseau MARS;2021;Réseau de chaleur,HAGUENAU,Réseau MARS;kgCO2e/kWh;Alsace, HAGUENAU;30;0,049;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, LA PETITE-PIERRE, Réseau de chaleur du Rebberg;2021;Réseau de chaleur,Réseau de chaleur du Rebberg,LA PETITE-PIERRE;kgCO2e/kWh;Alsace, LA PETITE-PIERRE;30;0,024;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, LINGOLSHEIM, Réseau de Chaleur Quartier du Lac;2021;Réseau de chaleur,LINGOLSHEIM,Réseau de Chaleur Quartier du Lac;kgCO2e/kWh;Alsace, LINGOLSHEIM;30;0,123;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, LINGOLSHEIM, Réseau des Tanneries - Bohrie;2021;Réseau de chaleur,LINGOLSHEIM,Réseau des Tanneries - Bohrie;kgCO2e/kWh;Alsace, LINGOLSHEIM;30;0,101;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, MORSBRONN-LES-BAINS, Réseau de la COMMUNAUTÉ DE COMMUNES SAUER-PECHELBR;2021;Réseau de chaleur,MORSBRONN-LES-BAINS,Réseau de la COMMUNAUTÉ DE COMMUNES SAUER-PECHELBR;kgCO2e/kWh;Alsace, MORSBRONN-LES-BAINS;30;0,122;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, NIEDERBRONN-LES-BAINS, Niederbronn;2021;Réseau de chaleur,NIEDERBRONN-LES-BAINS,Niederbronn;kgCO2e/kWh;Alsace, NIEDERBRONN-LES-BAINS;30;0,305;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, RITTERSHOFFEN, ECOGI;2021;Réseau de chaleur,ECOGI,RITTERSHOFFEN;kgCO2e/kWh;Alsace, RITTERSHOFFEN;30;0,015;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, SAALES, Chaufferie;2021;Réseau de chaleur,SAALES,Chaufferie;kgCO2e/kWh;Alsace, SAALES;30;0,024;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, SARRE UNION, Réseau de chaleur Cogénération Sarre-Union;2021;Réseau de chaleur,Réseau de chaleur Cogénération Sarre-Union,SARRE UNION;kgCO2e/kWh;Alsace, SARRE UNION;30;0,227;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, Schiltigheim, Le Ried;2021;Réseau de chaleur,SCHILTIGHEIM,Le Ried;kgCO2e/kWh;Alsace, Schiltigheim;30;0,248;Réseaux de chaleur / froid ; Alsace;;;
